Zip,Median,Mean,Pop,Wealth,Ratio
28611,33573,46881,1009,13307,0.40
28612,35798,44894,11761,9095,0.25
28613,45100,53779,19782,8679,0.19
28615,27556,34435,1981,6878,0.25
28616,36401,50200,518,13798,0.38
28617,36982,51286,2100,14303,0.39
28618,52067,60745,1924,8678,0.17
28619,34683,49569,1693,14886,0.43
28621,34093,46232,10502,12139,0.36
28622,30248,47038,2379,16790,0.56
28623,33066,40562,1694,7496,0.23
28624,31522,46251,1556,14729,0.47
28625,47546,55171,30278,7625,0.16
28626,48980,53884,1870,4904,0.10
28627,33066,40562,1147,7496,0.23
28628,36398,43687,358,7289,0.20
28629,39932,53816,58,13884,0.35
28630,44328,55634,17977,11306,0.26
28631,39812,53680,634,13867,0.35
28634,35147,45105,5015,9958,0.28
28635,30770,39365,3777,8594,0.28
28636,43944,48124,5041,4180,0.10
28637,33854,42561,1711,8706,0.26
28638,41692,48900,10813,7207,0.17
28640,29995,45294,4212,15298,0.51
28642,35318,43401,5446,8082,0.23
28643,31118,42188,3340,11070,0.36
28644,37057,50559,1532,13502,0.36
28645,33881,45177,46229,11296,0.33
28646,46833,72853,471,26020,0.56
28647,35804,48904,68,13100,0.37
28649,33325,43264,939,9938,0.30
28650,44707,53502,10524,8794,0.20
28651,33374,48111,6636,14737,0.44
28652,39438,78827,33,39388,1.00
28654,40047,59131,3186,19084,0.48
28655,37896,48835,54244,10938,0.29
28657,37126,59295,9760,22169,0.60
28658,41765,51676,24802,9910,0.24
28659,30028,40673,20703,10644,0.35
28660,39797,49354,1701,9557,0.24
28662,42331,63077,98,20746,0.49
28663,34494,47641,559,13147,0.38
28665,32102,46893,2128,14791,0.46
28666,35207,43607,412,8399,0.24
28667,35876,44770,173,8894,0.25
28668,33066,40562,318,7496,0.23
28669,31561,43168,2855,11607,0.37
28670,33050,44174,2696,11124,0.34
28671,39722,54105,643,14383,0.36
28672,39932,53816,37,13884,0.35
28673,58432,70758,4356,12325,0.21
28675,27956,39599,6154,11642,0.42
28676,36177,47888,3458,11711,0.32
28677,38499,49737,31877,11237,0.29
28678,45338,49994,4733,4656,0.10
28679,39458,49637,1804,10178,0.26
28681,39237,51394,23262,12157,0.31
28682,58753,71461,849,12707,0.22
28683,34685,42139,1591,7454,0.21
28684,42609,52418,1864,9808,0.23
28685,33819,42346,1963,8527,0.25
28689,43724,50992,1727,7267,0.17
28690,38509,51772,9434,13262,0.34
28692,35179,46829,3558,11650,0.33
28693,29811,40717,1362,10905,0.37
28694,35475,46656,6862,11181,0.32
28697,41153,61476,12006,20323,0.49
28698,38184,48107,2196,9922,0.26
28701,45547,56122,3183,10575,0.23
28702,29974,49586,295,19612,0.65
28704,52233,65219,14353,12986,0.25
28705,22472,27114,4657,4642,0.21
28707,40795,43233,192,2438,0.06
28708,34532,43371,602,8839,0.26
28709,37460,46668,2229,9208,0.25
28711,41131,55381,12000,14249,0.35
28712,41411,54647,17034,13236,0.32
28713,39754,50617,7894,10862,0.27
28714,36851,43843,16681,6991,0.19
28715,42323,54270,20042,11946,0.28
28716,45405,53526,16192,8121,0.18
28717,45957,73262,1546,27305,0.59
28718,53698,66307,499,12609,0.23
28719,27898,37263,7273,9365,0.34
28720,46307,69142,162,22835,0.49
28721,39791,55953,8924,16161,0.41
28722,44974,56339,5421,11365,0.25
28723,34031,45754,7952,11723,0.34
28725,42867,49114,44,6247,0.15
28726,32535,37202,3020,4666,0.14
28729,45750,51349,2337,5599,0.12
28730,53611,70943,8087,17332,0.32
28731,47631,62963,6443,15332,0.32
28732,51662,66524,10871,14862,0.29
28733,28497,49792,59,21295,0.75
28734,38854,50807,23570,11952,0.31
28736,37135,53935,701,16799,0.45
28739,52059,70440,17830,18380,0.35
28740,21064,23253,778,2188,0.10
28741,41572,87052,3203,45480,1.09
28742,46314,55476,2022,9162,0.20
28743,33464,37472,2318,4007,0.12
28745,47525,62456,491,14931,0.31
28746,45291,67157,1966,21865,0.48
28747,37955,70606,2031,32650,0.86
28748,44561,52567,9783,8005,0.18
28749,40981,48752,53,7771,0.19
28751,42460,51497,2847,9037,0.21
28752,35317,45179,28335,9861,0.28
28753,41054,48468,10935,7413,0.18
28754,39002,48814,7041,9812,0.25
28756,43878,49817,3747,5938,0.14
28757,41373,61469,302,20096,0.49
28759,51068,62101,5537,11032,0.22
28761,33502,43823,7049,10321,0.31
28762,35436,47071,6942,11635,0.33
28763,42180,55653,2012,13473,0.32
28766,40647,57715,957,17068,0.42
28768,16185,22159,2526,5973,0.37
28771,28330,39666,7673,11336,0.40
28772,34655,44353,1168,9697,0.28
28773,44117,53808,3143,9691,0.22
28774,42769,76336,817,33567,0.78
28775,46636,80161,301,33525,0.72
28777,35904,45590,10150,9685,0.27
28778,46062,52127,9239,6065,0.13
28779,40095,48413,13833,8317,0.21
28781,35951,51292,976,15340,0.43
28782,41365,54345,6400,12980,0.31
28783,32017,43634,1380,11617,0.36
28785,42276,57380,6378,15104,0.36
28786,39461,53053,19197,13592,0.34
28787,51001,62349,17308,11347,0.22
28789,39500,47318,4531,7818,0.20
28790,47095,64783,2712,17688,0.38
28791,57012,65354,13308,8342,0.15
28792,36645,46122,24013,9477,0.26
28801,26264,41729,12065,15465,0.59
28803,51382,71518,23893,20136,0.39
28804,48941,68864,19110,19922,0.41
28805,45598,62998,15974,17399,0.38
28806,38114,47709,33600,9595,0.25
28901,32521,42617,5157,10095,0.31
28902,36552,43293,1187,6741,0.18
28904,34610,46592,7169,11982,0.35
28905,39640,51121,3048,11481,0.29
28906,38687,50852,15633,12165,0.31
28909,35736,40858,693,5122,0.14
29001,2265,3034,149,769,0.34
29003,34551,47482,6989,12930,0.37
29006,35567,45826,9565,10259,0.29
29009,6487,8240,456,1753,0.27
29010,16300,23093,8210,6793,0.42
29014,34910,47961,1891,13050,0.37
29015,25321,32465,1738,7144,0.28
29016,61901,75142,16393,13240,0.21
29018,33012,38926,3749,5913,0.18
29020,41106,56556,22463,15450,0.38
29030,34956,50034,1967,15078,0.43
29031,31695,42785,1349,11089,0.35
29032,34700,43730,3910,9030,0.26
29033,39011,47717,11603,8706,0.22
29036,76474,96877,19140,20403,0.27
29037,27363,31303,513,3940,0.14
29038,33689,42328,2445,8639,0.26
29039,40268,50338,4215,10070,0.25
29040,42745,49587,8767,6842,0.16
29042,27521,41935,5868,14413,0.52
29044,41259,50987,5652,9727,0.24
29045,57220,67795,21871,10574,0.18
29046,1186,1493,10,306,0.26
29047,34561,48678,3683,14116,0.41
29048,28036,34059,4864,6023,0.21
29051,31660,42334,935,10674,0.34
29052,37956,47940,2021,9984,0.26
29053,39268,45746,17756,6478,0.16
29054,56099,71368,9612,15268,0.27
29055,30025,38316,4337,8290,0.28
29056,21850,34221,2448,12370,0.57
29058,38945,43918,4746,4972,0.13
29059,28225,40002,6068,11776,0.42
29061,47981,59253,13717,11271,0.23
29062,49889,57486,176,7597,0.15
29063,74736,86438,32717,11701,0.16
29065,32088,39824,677,7735,0.24
29067,37111,44504,10949,7393,0.20
29069,35868,44501,5020,8632,0.24
29070,43183,55316,15273,12132,0.28
29072,72503,88081,49566,15578,0.21
29073,54355,58739,40775,4383,0.08
29074,43155,54163,241,11008,0.26
29075,72219,86006,2963,13787,0.19
29078,49265,60470,15293,11204,0.23
29079,42132,48013,151,5881,0.14
29080,28916,41220,3159,12304,0.43
29081,30988,37698,1352,6709,0.22
29082,33746,53038,572,19292,0.57
29101,41295,53141,3023,11846,0.29
29102,33253,43105,17999,9852,0.30
29104,32268,42270,1531,10002,0.31
29105,37547,45893,1514,8345,0.22
29107,38690,47142,3166,8452,0.22
29108,35001,47598,20469,12596,0.36
29111,32482,40467,1632,7985,0.25
29112,34348,44310,4551,9962,0.29
29113,35421,43030,1618,7609,0.21
29114,31397,41244,2190,9846,0.31
29115,30064,41561,31128,11496,0.38
29117,16587,23605,1160,7018,0.42
29118,43602,56541,15310,12939,0.30
29122,65355,78965,54,13610,0.21
29123,43634,48472,7617,4838,0.11
29125,34649,40492,3072,5843,0.17
29126,51768,60157,2267,8389,0.16
29127,54165,65620,7972,11455,0.21
29128,31865,42425,5866,10560,0.33
29129,35124,47763,3164,12639,0.36
29130,38326,55845,6655,17519,0.46
29133,28365,36560,1044,8194,0.29
29135,26289,35494,6995,9204,0.35
29137,36629,50950,2539,14320,0.39
29138,31792,38207,8815,6415,0.20
29142,31067,40575,4890,9508,0.31
29145,43615,50045,837,6430,0.15
29146,35971,45694,1767,9722,0.27
29148,28225,37572,6230,9347,0.33
29150,37948,49201,40031,11252,0.30
29152,39514,46291,2393,6777,0.17
29153,33907,41153,15633,7245,0.21
29154,47013,56011,28135,8998,0.19
29160,32709,38122,6352,5413,0.17
29161,38267,46886,11383,8619,0.23
29162,32349,44064,4122,11715,0.36
29163,30093,37607,1975,7513,0.25
29164,34005,45415,4690,11410,0.34
29166,32292,44669,904,12377,0.38
29168,35694,44092,3582,8397,0.24
29169,43046,55638,22845,12591,0.29
29170,54665,61549,19988,6883,0.13
29172,37646,47989,9293,10343,0.27
29175,43155,54163,378,11008,0.26
29178,37273,46666,3377,9393,0.25
29180,31662,42798,14267,11136,0.35
29201,26146,43225,20594,17079,0.65
29202,34500,59980,135,25480,0.74
29203,31966,40374,36404,8407,0.26
29204,35943,47385,19952,11442,0.32
29205,45364,65576,24822,20211,0.45
29206,58308,85484,17788,27176,0.47
29207,28066,29055,11570,989,0.04
29208,34500,59980,695,25480,0.74
29209,52297,71579,33324,19282,0.37
29210,33361,39021,32797,5660,0.17
29212,66555,77796,28587,11240,0.17
29223,55063,68984,50141,13920,0.25
29225,34500,59980,1228,25480,0.74
29229,68824,81699,44229,12875,0.19
29301,45414,59055,31051,13640,0.30
29302,50867,73282,16571,22415,0.44
29303,30236,38116,25058,7880,0.26
29306,28353,43538,15861,15185,0.54
29307,45910,57922,18751,12012,0.26
29316,51441,58993,22281,7551,0.15
29320,32965,42163,530,9198,0.28
29321,35319,48209,2596,12889,0.36
29322,45852,56947,8781,11094,0.24
29323,36653,46238,12904,9584,0.26
29324,39885,50019,167,10134,0.25
29325,35549,44695,15222,9145,0.26
29329,41019,51223,278,10204,0.25
29330,24344,30488,6200,6144,0.25
29331,34176,41349,142,7173,0.21
29332,32751,42923,2435,10172,0.31
29333,27889,33627,374,5738,0.21
29334,49744,61506,11331,11761,0.24
29335,40999,49423,5654,8424,0.21
29338,46847,59012,85,12165,0.26
29340,33110,41038,20763,7927,0.24
29341,32855,38169,15360,5314,0.16
29346,50227,57417,307,7190,0.14
29349,47875,60329,30129,12453,0.26
29351,29944,36982,1563,7038,0.24
29353,38099,44963,4174,6864,0.18
29355,34806,41946,810,7139,0.21
29356,45088,64844,8074,19756,0.44
29360,34697,44790,20977,10092,0.29
29364,40430,48779,592,8349,0.21
29365,46123,54706,10146,8582,0.19
29368,32902,41053,68,8151,0.25
29369,59586,75647,13044,16060,0.27
29370,33812,42872,1045,9060,0.27
29372,38631,47531,4507,8900,0.23
29373,38994,49266,297,10272,0.26
29374,56219,74136,3534,17917,0.32
29375,51827,58606,95,6779,0.13
29376,45715,65276,6909,19560,0.43
29377,34136,46106,761,11970,0.35
29378,25288,34726,207,9438,0.37
29379,31863,43026,19186,11163,0.35
29384,43731,49233,3945,5502,0.13
29385,37835,48123,7221,10287,0.27
29388,38872,46276,14470,7404,0.19
29401,50958,85221,10895,34263,0.67
29403,28388,43376,20818,14988,0.53
29404,44137,52087,1348,7949,0.18
29405,27767,36384,26328,8617,0.31
29406,35642,41280,29314,5638,0.16
29407,49030,64651,34827,15621,0.32
29409,52853,89326,2100,36473,0.69
29410,55772,65254,17816,9482,0.17
29412,58389,74657,35850,16267,0.28
29414,56919,69897,31883,12977,0.23
29418,47630,54611,23540,6980,0.15
29420,54344,66002,21834,11658,0.21
29423,35614,41709,956,6095,0.17
29424,14583,32862,389,18279,1.25
29426,37952,53493,1741,15540,0.41
29429,49021,72539,2737,23518,0.48
29431,46250,52723,6071,6472,0.14
29432,34007,42983,2853,8976,0.26
29434,37796,52052,537,14256,0.38
29435,35028,45418,4122,10390,0.30
29436,13759,14852,1298,1093,0.08
29437,39382,47228,2380,7846,0.20
29438,41156,65661,2408,24504,0.60
29439,56355,78603,2399,22247,0.39
29440,35792,47251,28469,11458,0.32
29445,55333,62263,53588,6929,0.13
29446,37788,59625,1138,21837,0.58
29448,39410,47239,2356,7829,0.20
29449,41715,62500,7749,20785,0.50
29450,42161,54849,3105,12688,0.30
29451,93235,142921,4205,49685,0.53
29452,41316,67680,394,26364,0.64
29453,37796,52052,1252,14256,0.38
29455,64226,91881,20478,27655,0.43
29456,52702,59487,27864,6784,0.13
29458,38616,63010,2713,24394,0.63
29461,49516,57248,30141,7731,0.16
29464,72090,98227,43649,26137,0.36
29466,84718,105989,28725,21271,0.25
29468,23899,34565,2107,10666,0.45
29469,47198,59117,855,11919,0.25
29470,55981,70142,4232,14160,0.25
29471,38600,43623,1537,5022,0.13
29472,45381,53128,9416,7746,0.17
29474,33980,44862,2176,10881,0.32
29475,30607,40576,2874,9968,0.33
29477,31789,43603,6789,11813,0.37
29479,34011,43634,7337,9623,0.28
29481,28323,43953,1841,15629,0.55
29482,101563,171216,1791,69653,0.69
29483,52500,63298,66731,10797,0.21
29485,60385,68324,45057,7939,0.13
29487,45441,73023,2725,27582,0.61
29488,30979,41344,22220,10365,0.33
29492,73849,109236,10262,35387,0.48
29493,27451,45278,117,17827,0.65
29501,48878,66809,43220,17930,0.37
29505,49247,62285,24279,13037,0.26
29506,30720,43483,20960,12763,0.42
29510,22289,30486,8637,8197,0.37
29511,46444,51366,5146,4921,0.11
29512,26895,38419,19514,11523,0.43
29516,29628,43023,829,13395,0.45
29518,38938,43178,1232,4240,0.11
29519,36639,48102,285,11463,0.31
29520,32387,40964,14617,8577,0.26
29525,26098,32824,2029,6726,0.26
29526,43915,56376,39033,12460,0.28
29527,37088,46597,22027,9509,0.26
29530,39274,46802,2915,7528,0.19
29532,35800,46322,20871,10522,0.29
29536,28252,39481,17722,11229,0.40
29540,23919,31242,3476,7322,0.31
29541,44228,55742,9465,11513,0.26
29543,25976,41389,606,15413,0.59
29544,42053,47878,4909,5825,0.14
29545,26581,37740,1657,11159,0.42
29546,35559,52769,2834,17209,0.48
29547,35657,40383,2917,4725,0.13
29550,40984,54308,32132,13323,0.33
29554,30041,41898,9332,11856,0.39
29555,34095,43601,6440,9506,0.28
29556,25267,35053,12870,9786,0.39
29560,31907,40619,13664,8711,0.27
29563,25933,41489,2676,15556,0.60
29564,22279,31493,985,9214,0.41
29565,29729,37288,7127,7559,0.25
29566,45814,57726,15179,11911,0.26
29567,34286,36289,564,2003,0.06
29568,39657,52283,12224,12625,0.32
29569,32658,43032,15951,10374,0.32
29570,29636,35849,3913,6213,0.21
29571,30136,42642,15622,12506,0.41
29572,49331,86393,7893,37061,0.75
29574,30502,40952,11909,10449,0.34
29575,43927,56932,15512,13004,0.30
29576,50892,69259,24446,18367,0.36
29577,37933,55681,26934,17748,0.47
29579,52883,63297,32180,10413,0.20
29580,24295,37615,1450,13319,0.55
29581,29438,40809,4650,11370,0.39
29582,50542,72626,14622,22083,0.44
29583,36762,45585,5438,8823,0.24
29584,36018,45775,2563,9757,0.27
29585,61548,81658,13606,20110,0.33
29588,44133,55325,36499,11191,0.25
29590,15549,22212,2437,6662,0.43
29591,32843,39908,5467,7064,0.22
29592,28503,36222,1197,7718,0.27
29593,10570,13296,613,2726,0.26
29594,29699,35903,121,6204,0.21
29596,33084,38103,2424,5019,0.15
29601,34024,50723,8840,16699,0.49
29605,40241,60435,34414,20193,0.50
29607,54934,71741,34422,16807,0.31
29609,42953,55515,27232,12562,0.29
29611,29971,38572,28799,8600,0.29
29613,56197,65544,2334,9347,0.17
29614,60510,62241,2720,1731,0.03
29615,53729,74927,35151,21197,0.39
29617,36057,44089,25685,8032,0.22
29620,31539,40122,12907,8582,0.27
29621,50340,64379,39101,14039,0.28
29624,23796,31534,14610,7737,0.33
29625,42465,55984,27538,13518,0.32
29626,39685,53003,12364,13317,0.34
29627,41307,50902,18367,9595,0.23
29628,32172,39273,2723,7100,0.22
29630,38473,48723,14186,10249,0.27
29631,37452,56877,13318,19425,0.52
29634,12159,51444,5589,39285,3.23
29635,46289,69100,1254,22811,0.49
29638,35959,47023,2944,11063,0.31
29639,37963,51110,1742,13147,0.35
29640,43541,50493,30574,6951,0.16
29642,57561,68745,29561,11183,0.19
29643,41636,56962,2756,15325,0.37
29644,47449,56949,18578,9499,0.20
29645,45448,54019,9982,8570,0.19
29646,35297,51748,28159,16450,0.47
29649,46787,60035,26235,13248,0.28
29650,66117,82419,32632,16301,0.25
29651,52597,64119,42844,11522,0.22
29653,43142,51611,4811,8469,0.20
29654,36386,47496,9937,11110,0.31
29655,30472,43169,7796,12696,0.42
29657,42451,51571,15116,9120,0.21
29658,36250,46505,333,10255,0.28
29659,35069,40102,118,5033,0.14
29661,46816,50681,5648,3864,0.08
29662,54145,62564,15090,8418,0.16
29664,36250,46505,1808,10255,0.28
29665,65858,79184,127,13326,0.20
29666,41270,52451,6570,11181,0.27
29667,45000,52215,269,7215,0.16
29669,41581,54143,12387,12561,0.30
29670,45239,57953,8673,12714,0.28
29671,42340,52703,18030,10363,0.24
29672,56477,69364,11868,12886,0.23
29673,44522,56258,25348,11735,0.26
29676,52943,72228,5201,19285,0.36
29678,37418,54192,21676,16774,0.45
29680,63292,72678,27285,9385,0.15
29681,77901,90806,46979,12904,0.17
29682,51281,60061,3818,8779,0.17
29683,47616,46024,291,-1592,-0.03
29684,35825,42286,4862,6461,0.18
29685,47691,61445,1230,13753,0.29
29686,48140,63823,1027,15683,0.33
29687,49134,61003,39561,11869,0.24
29689,42563,54399,3889,11835,0.28
29690,41910,59297,20914,17386,0.41
29691,41446,51938,11333,10491,0.25
29692,38777,47170,4856,8392,0.22
29693,40141,54831,14215,14689,0.37
29696,50652,56361,4125,5708,0.11
29697,47273,54475,12207,7201,0.15
29702,31866,42514,10059,10648,0.33
29704,43049,59277,3721,16228,0.38
29706,32832,42849,19847,10017,0.31
29707,58692,66628,17742,7936,0.14
29708,88158,95508,25035,7350,0.08
29709,36683,44136,6498,7453,0.20
29710,54594,69072,29449,14478,0.27
29712,44580,56330,2317,11750,0.26
29714,42362,54888,2927,12525,0.30
29715,66316,77933,24823,11617,0.18
29717,45126,48554,1251,3428,0.08
29718,32971,40232,3856,7261,0.22
29720,37290,44530,46041,7239,0.19
29724,41250,53568,43,12318,0.30
29726,45267,50418,1750,5150,0.11
29727,30639,40522,1650,9883,0.32
29728,29890,42600,10301,12709,0.43
29729,39835,52124,2271,12289,0.31
29730,41113,50791,52354,9678,0.24
29732,51684,62610,48487,10925,0.21
29741,32492,42107,2082,9615,0.30
29742,43179,48028,2460,4849,0.11
29743,45227,48886,1071,3658,0.08
29745,47180,59031,28919,11850,0.25
29801,36804,50332,26778,13527,0.37
29803,62401,78840,36843,16439,0.26
29805,36812,54421,5864,17608,0.48
29809,47213,63933,2206,16719,0.35
29810,2573,3329,374,756,0.29
29812,36606,47900,11854,11293,0.31
29816,39304,44530,1033,5226,0.13
29817,28898,37098,4913,8199,0.28
29819,40635,50006,1523,9370,0.23
29821,55915,75976,1487,20061,0.36
29824,32487,45232,8535,12745,0.39
29826,34292,44964,164,10672,0.31
29827,24249,39302,4526,15053,0.62
29828,34544,40824,1003,6280,0.18
29829,36320,47370,8651,11049,0.30
29831,38756,49512,4146,10756,0.28
29832,33617,45318,5335,11701,0.35
29834,38609,43814,1687,5205,0.13
29835,20037,27016,4702,6978,0.35
29836,4183,5845,55,1661,0.40
29838,41640,56833,501,15192,0.36
29841,47812,57825,32494,10013,0.21
29842,43153,51001,7675,7847,0.18
29843,35774,46765,1291,10990,0.31
29844,44524,75554,123,31030,0.70
29845,41132,67857,1104,26724,0.65
29847,51393,55760,5480,4366,0.08
29848,32487,41390,573,8903,0.27
29849,35177,45049,294,9871,0.28
29850,39539,46834,111,7295,0.18
29851,36766,44001,7524,7235,0.20
29853,34842,45435,6580,10592,0.30
29856,37798,48105,3255,10307,0.27
29860,62127,72217,14450,10090,0.16
29899,26646,36620,1244,9974,0.37
29902,48152,63664,14779,15512,0.32
29904,41635,45956,659,4321,0.10
29905,51351,65414,3054,14063,0.27
29906,44624,56289,21765,11665,0.26
29907,72293,82727,12570,10434,0.14
29909,61064,85416,16394,24351,0.40
29910,57032,77371,33954,20338,0.36
29911,39305,53176,1725,13871,0.35
29912,38627,49651,42,11024,0.29
29915,50707,123866,416,73159,1.44
29916,37241,47479,1533,10237,0.27
29918,36411,44265,5278,7853,0.22
29920,42152,55401,9481,13249,0.31
29921,25500,32815,227,7315,0.29
29922,29653,39761,1214,10108,0.34
29923,37771,45692,392,7921,0.21
29924,36251,44858,4331,8606,0.24
29926,66365,96049,23742,29684,0.45
29927,42204,51482,8237,9277,0.22
29928,70609,102711,16110,32101,0.45
29929,33798,53325,1135,19527,0.58
29932,33263,43763,269,10500,0.32
29934,35735,51676,1172,15940,0.45
29935,40835,48628,3685,7792,0.19
29936,37551,47884,13354,10332,0.28
29939,25500,32815,302,7315,0.29
29940,11805,14336,1401,2531,0.21
29943,36690,53435,477,16745,0.46
29944,35047,41055,5118,6007,0.17
29945,25793,31971,3635,6177,0.24
30002,40815,54175,5861,13359,0.33
30004,113142,134286,53033,21144,0.19
30005,106759,131963,34442,25204,0.24
30008,46541,56436,29822,9895,0.21
30009,80278,95728,13722,15449,0.19
30011,61153,71218,14402,10064,0.16
30012,44773,57276,27258,12503,0.28
30013,61040,70547,25183,9507,0.16
30014,49250,61617,35037,12366,0.25
30016,52216,57032,51140,4815,0.09
30017,73973,82664,20160,8690,0.12
30019,78415,88805,40447,10389,0.13
30021,33232,40660,21989,7428,0.22
30022,105468,133714,64359,28245,0.27
30024,101308,117200,64614,15892,0.16
30025,51907,64567,9270,12659,0.24
30028,68738,78959,22182,10220,0.15
30030,71913,86991,26473,15078,0.21
30032,33722,42571,43994,8848,0.26
30033,55020,74711,30763,19691,0.36
30034,49519,57030,43113,7511,0.15
30035,43254,48887,20396,5632,0.13
30038,51268,60159,37233,8890,0.17
30039,67510,76762,41517,9251,0.14
