Zip,Median,Mean,Pop,Wealth,Ratio
61567,54090,67182,624,13092,0.24
61568,63803,74622,4459,10819,0.17
61569,64392,71026,1220,6633,0.10
61570,10741,12621,392,1880,0.18
61571,59237,70942,23744,11704,0.20
61572,46076,53250,1068,7174,0.16
61602,21843,46827,1055,24984,1.14
61603,36526,45712,17600,9186,0.25
61604,42479,52403,31647,9923,0.23
61605,23275,32298,16303,9023,0.39
61606,46409,68527,8051,22117,0.48
61607,52228,63052,10941,10823,0.21
61610,43044,51149,5476,8104,0.19
61611,58192,68995,25268,10802,0.19
61614,59176,83380,27628,24203,0.41
61615,73718,97547,22432,23828,0.32
61616,40397,64774,6116,24376,0.60
61625,66684,90546,385,23861,0.36
61701,42217,54305,36105,12088,0.29
61704,84573,99885,35981,15311,0.18
61705,80473,94969,12263,14495,0.18
61720,65012,71784,236,6771,0.10
61721,51378,61001,613,9622,0.19
61722,59115,67932,549,8817,0.15
61723,55416,64101,2321,8684,0.16
61724,66557,73959,536,7402,0.11
61725,74929,86804,1547,11875,0.16
61726,54903,61976,2544,7072,0.13
61727,44456,57189,10015,12732,0.29
61728,64629,71456,1410,6827,0.11
61729,77746,85443,1073,7696,0.10
61730,65089,72096,379,7006,0.11
61731,54087,61200,280,7113,0.13
61732,73058,87320,2096,14261,0.20
61733,72741,77236,1124,4495,0.06
61734,59391,66904,2867,7513,0.13
61735,53276,61802,420,8526,0.16
61736,77778,86823,1808,9045,0.12
61737,58518,67471,516,8953,0.15
61738,60161,70204,4212,10043,0.17
61739,54211,64035,4897,9823,0.18
61740,53135,65354,1634,12219,0.23
61741,58938,67808,1746,8870,0.15
61742,76813,83817,1144,7004,0.09
61743,53230,65326,212,12095,0.23
61744,70844,77678,2031,6833,0.10
61745,77893,87113,4408,9220,0.12
61747,51210,60833,1560,9623,0.19
61748,73220,79545,2782,6324,0.09
61749,59467,71640,556,12172,0.20
61750,53276,61802,133,8526,0.16
61751,55288,63807,124,8519,0.15
61752,61918,67625,4339,5707,0.09
61753,58387,65043,3012,6655,0.11
61754,68261,91664,1261,23403,0.34
61755,71487,75599,4669,4112,0.06
61756,52999,64090,2337,11091,0.21
61759,51210,60833,1534,9623,0.19
61760,51450,59113,2542,7662,0.15
61761,48696,57597,52879,8901,0.18
61764,46457,58754,14460,12297,0.26
61769,59658,68514,619,8855,0.15
61770,58584,67464,1108,8879,0.15
61771,64600,74164,860,9564,0.15
61772,69814,91724,351,21910,0.31
61773,60114,64294,477,4180,0.07
61774,69088,93489,962,24401,0.35
61775,48144,57965,307,9821,0.20
61776,73062,79332,1409,6270,0.09
61777,54970,64524,952,9553,0.17
61778,59648,72041,683,12393,0.21
61801,31420,43500,30937,12079,0.38
61802,44533,57161,19052,12628,0.28
61810,53640,61439,361,7798,0.15
61811,54378,61524,703,7145,0.13
61812,47495,56700,375,9205,0.19
61813,46621,51353,1971,4731,0.10
61814,64348,68950,1157,4602,0.07
61815,56389,63981,228,7592,0.13
61816,61512,76622,509,15110,0.25
61817,57630,64065,2583,6435,0.11
61818,58600,66233,1665,7632,0.13
61820,26670,36859,36964,10188,0.38
61821,49578,62335,30174,12757,0.26
61822,80067,96242,21608,16174,0.20
61830,58224,66276,478,8051,0.14
61831,54205,61395,157,7190,0.13
61832,35503,44905,37290,9401,0.26
61833,41064,46501,2124,5437,0.13
61834,43619,54360,8454,10741,0.25
61839,63250,72930,586,9680,0.15
61840,66659,76925,709,10265,0.15
61841,54556,61806,1386,7249,0.13
61842,45047,56346,2984,11299,0.25
61843,66569,75942,2363,9372,0.14
61844,50536,58586,970,8049,0.16
61845,66108,75141,364,9032,0.14
61846,38270,46334,5101,8064,0.21
61847,51023,58014,1256,6991,0.14
61848,54205,61395,227,7190,0.13
61849,60802,75225,1842,14422,0.24
61850,52185,59680,671,7494,0.14
61851,61664,67481,436,5817,0.09
61852,60250,75031,261,14781,0.25
61853,68074,84994,13206,16920,0.25
61854,63250,72930,1438,9680,0.15
61855,58654,66034,96,7380,0.13
61856,57820,70415,7433,12595,0.22
61857,50125,58269,153,8144,0.16
61858,51248,59135,3124,7887,0.15
61859,68172,74665,1297,6492,0.10
61862,50733,57897,510,7164,0.14
61863,62103,68970,814,6867,0.11
61864,62139,68497,1715,6357,0.10
61865,52699,60341,1391,7642,0.15
61866,37097,50495,14048,13398,0.36
61870,42735,50525,1327,7789,0.18
61871,68544,75016,284,6472,0.09
61872,61722,67714,760,5991,0.10
61873,68410,75000,6250,6590,0.10
61874,59614,76465,7114,16850,0.28
61875,59621,70271,761,10649,0.18
61876,52811,60344,800,7532,0.14
61877,61512,76622,1627,15110,0.25
61878,51384,58411,1433,7026,0.14
61880,62156,68279,4183,6123,0.10
61882,53173,61790,713,8617,0.16
61883,37496,43207,4438,5711,0.15
61884,63032,72583,1244,9551,0.15
61910,45191,57794,4463,12603,0.28
61911,47043,61212,4860,14168,0.30
61912,49694,63353,1344,13658,0.27
61913,45982,54102,1684,8119,0.18
61914,50813,58212,1920,7399,0.15
61917,39957,48289,591,8331,0.21
61919,50436,56714,813,6277,0.12
61920,31486,46351,25594,14865,0.47
61924,39601,53596,2449,13994,0.35
61925,55773,66411,912,10638,0.19
61928,49230,67550,757,18320,0.37
61929,48364,53479,769,5115,0.11
61930,41147,50684,515,9537,0.23
61931,48551,62383,1255,13832,0.28
61932,39934,48231,456,8297,0.21
61933,47777,61024,1141,13247,0.28
61936,58654,66034,243,7380,0.13
61937,48428,60630,2022,12201,0.25
61938,39358,52525,22409,13167,0.33
61940,39934,48231,258,8297,0.21
61941,40921,50668,57,9747,0.24
61942,40897,50609,1202,9712,0.24
61943,44447,50817,1637,6370,0.14
61944,39656,50780,12908,11123,0.28
61949,39934,48231,179,8297,0.21
61951,42990,55810,8017,12819,0.30
61953,47627,55561,6216,7933,0.17
61955,48357,62094,157,13737,0.28
61956,51045,57302,2909,6256,0.12
61957,47223,57562,1869,10339,0.22
62001,56488,66856,1752,10367,0.18
62002,42798,51352,32704,8554,0.20
62006,46114,57484,648,11370,0.25
62009,41914,47647,1810,5733,0.14
62010,56472,68961,11186,12489,0.22
62011,45194,59735,284,14541,0.32
62012,57611,62867,6654,5256,0.09
62013,46125,57504,552,11379,0.25
62014,48136,55717,4122,7581,0.16
62015,58406,69635,487,11229,0.19
62016,45066,54939,3816,9872,0.22
62017,38008,50753,1185,12745,0.34
62018,42647,50989,3604,8342,0.20
62019,43732,57185,490,13453,0.31
62021,66600,76324,936,9723,0.15
62022,60189,67396,1138,7207,0.12
62023,41420,46910,91,5490,0.13
62024,40541,51759,9775,11218,0.28
62025,64370,80425,33748,16054,0.25
62027,57500,58444,536,944,0.02
62028,60189,67497,1276,7308,0.12
62030,47912,53199,114,5287,0.11
62031,59181,69708,970,10526,0.18
62032,38377,51028,749,12651,0.33
62033,45071,56113,4894,11041,0.24
62034,75493,91879,13819,16385,0.22
62035,54205,68775,16494,14569,0.27
62036,46125,57504,704,11379,0.25
62037,59786,78737,1993,18950,0.32
62040,42535,50736,43735,8201,0.19
62044,48046,63353,2009,15307,0.32
62045,44555,54796,647,10241,0.23
62046,69792,79760,713,9968,0.14
62047,44058,53939,1555,9881,0.22
62048,43957,52637,1459,8679,0.20
62049,39521,55317,8470,15795,0.40
62050,57500,58444,473,944,0.02
62051,41774,51718,950,9944,0.24
62052,50004,57813,13002,7809,0.16
62053,43629,53200,650,9571,0.22
62054,50307,62383,872,12075,0.24
62056,40726,52064,8930,11337,0.28
62058,55457,65732,843,10275,0.19
62059,17460,23634,746,6174,0.35
62060,28349,44645,4847,16295,0.57
62061,78092,91258,1718,13166,0.17
62062,75715,88281,7658,12565,0.17
62063,53958,60794,1214,6836,0.13
62065,43629,53200,97,9571,0.22
62067,65219,75333,2401,10114,0.16
62069,43895,50135,3313,6239,0.14
62070,43629,53200,37,9571,0.22
62074,53947,63642,1087,9695,0.18
62075,36542,49069,3458,12527,0.34
62076,35308,48006,135,12698,0.36
62077,43087,53974,347,10887,0.25
62078,57500,58444,119,944,0.02
62079,58425,63464,256,5039,0.09
62080,44324,58715,2508,14390,0.32
62081,48179,64246,298,16067,0.33
62082,42430,49784,3109,7353,0.17
62083,43544,47462,295,3917,0.09
62084,39350,49828,1606,10478,0.27
62085,41420,46910,209,5490,0.13
62086,51141,59554,1437,8413,0.16
62087,51875,58698,2087,6823,0.13
62088,41408,53493,6960,12085,0.29
62089,38008,50753,489,12745,0.34
62090,19953,33293,1189,13340,0.67
62091,51519,63208,337,11688,0.23
62092,32278,44528,2979,12249,0.38
62093,49844,59486,435,9642,0.19
62094,41868,51692,1152,9823,0.23
62095,47270,53701,11237,6431,0.14
62097,67770,77711,2828,9941,0.15
62098,43517,54215,91,10698,0.25
62201,23106,29523,7547,6416,0.28
62203,32825,40203,8209,7378,0.22
62204,20227,26371,7960,6144,0.30
62205,22575,30511,9329,7935,0.35
62206,32266,45012,16509,12746,0.40
62207,17934,26377,8750,8442,0.47
62208,59379,65955,17376,6576,0.11
62214,55298,59975,1229,4677,0.08
62215,65532,73773,1872,8241,0.13
62216,69514,73994,2526,4480,0.06
62217,46615,51765,807,5150,0.11
62218,57540,65338,1481,7797,0.14
62219,55875,69683,1009,13808,0.25
62220,50835,60278,20504,9443,0.19
62221,59918,70605,27858,10687,0.18
62223,55262,69051,17560,13789,0.25
62225,62309,74317,5381,12008,0.19
62226,55745,65212,29744,9466,0.17
62230,56484,72501,6194,16017,0.28
62231,47066,60591,7589,13524,0.29
62232,53776,64111,7260,10335,0.19
62233,46704,55713,10037,9009,0.19
62234,53362,63441,33430,10079,0.19
62236,73875,89116,12562,15240,0.21
62237,42523,49806,2659,7283,0.17
62238,42195,49622,696,7427,0.18
62239,52438,56578,4954,4140,0.08
62240,52438,56578,1966,4140,0.08
62241,47431,55227,1061,7796,0.16
62242,47956,54908,1526,6952,0.14
62243,71272,84027,5910,12755,0.18
62244,62060,70103,1156,8043,0.13
62245,65731,72822,1794,7091,0.11
62246,50543,58629,10355,8086,0.16
62248,61992,67934,320,5942,0.10
62249,65484,74217,15971,8733,0.13
62250,37122,47250,504,10128,0.27
62253,50871,63590,696,12718,0.25
62254,56306,69607,6089,13301,0.24
62255,52445,65734,1001,13289,0.25
62257,52252,64985,3214,12732,0.24
62258,62233,70296,9199,8063,0.13
62260,65738,75671,7290,9933,0.15
62261,48098,55241,152,7143,0.15
62262,52350,68975,1810,16624,0.32
62263,48529,59257,5387,10728,0.22
62264,66038,79897,3338,13859,0.21
62265,64712,73226,4353,8513,0.13
62266,65532,73773,254,8241,0.13
62268,51476,60586,738,9109,0.18
62269,78521,89915,31348,11394,0.15
62271,55155,60017,2077,4862,0.09
62272,40564,49175,1674,8611,0.21
62273,54459,66968,426,12509,0.23
62274,42006,48461,8410,6454,0.15
62275,57606,69407,3621,11800,0.20
62277,50784,57695,1314,6910,0.14
62278,53623,62963,6690,9339,0.17
62279,61992,67934,69,5942,0.10
62280,44452,51933,444,7481,0.17
62281,77154,85188,2155,8034,0.10
62282,52445,65734,471,13289,0.25
62284,55008,69745,636,14737,0.27
62285,68121,75824,4484,7702,0.11
62286,40999,48451,6008,7452,0.18
62288,41053,49794,2918,8741,0.21
62289,52563,65175,350,12612,0.24
62292,46615,51765,947,5150,0.11
62293,69469,74084,4748,4615,0.07
62294,71002,84176,14367,13174,0.19
62295,77908,89102,1599,11194,0.14
62297,47519,54524,452,7004,0.15
62298,64198,79005,16609,14807,0.23
62301,39585,53502,33758,13917,0.35
62305,51107,67151,18052,16043,0.31
62311,38559,50113,860,11554,0.30
62312,41532,50319,2162,8787,0.21
62313,40619,52047,389,11427,0.28
62314,44056,49757,611,5701,0.13
62316,38248,50438,660,12190,0.32
62319,40795,47088,264,6293,0.15
62320,44144,53767,2185,9622,0.22
62321,41517,50572,4091,9054,0.22
62323,42426,48104,290,5678,0.13
62324,44745,54213,1361,9467,0.21
62325,45607,54962,403,9355,0.21
62326,41388,48086,2478,6698,0.16
62330,41593,51636,1769,10043,0.24
62334,37017,50895,172,13878,0.37
62336,41583,52148,47,10565,0.25
62338,52693,60741,1473,8048,0.15
62339,40268,50802,874,10534,0.26
62340,42460,48027,1715,5567,0.13
62341,53139,63532,3610,10393,0.20
62343,40773,49354,712,8580,0.21
62344,40795,47088,138,6293,0.15
62345,39812,48726,357,8913,0.22
62346,40381,50009,178,9628,0.24
62347,55980,62837,2282,6856,0.12
62348,46042,55290,170,9248,0.20
62349,45618,54964,636,9346,0.20
62351,46222,55436,1856,9214,0.20
62352,40563,56966,271,16403,0.40
62353,36215,56749,5637,20533,0.57
62354,37025,50897,1684,13872,0.37
62355,41307,56052,820,14744,0.36
62356,38671,50921,571,12249,0.32
62357,42462,48016,245,5554,0.13
62358,39258,51510,752,12252,0.31
62359,46498,55664,166,9165,0.20
62360,56240,64487,1656,8247,0.15
62361,40563,56966,539,16403,0.40
62362,42462,48016,399,5554,0.13
62363,40146,48300,6353,8153,0.20
62365,55990,62799,647,6809,0.12
62366,38835,51465,1408,12629,0.33
62367,38802,48507,1345,9704,0.25
62370,38667,50929,520,12262,0.32
62373,48920,57668,300,8748,0.18
62374,38616,47365,298,8749,0.23
62375,41141,51219,369,10078,0.24
62376,46042,55290,1198,9248,0.20
62378,41141,51219,896,10078,0.24
62379,49223,57968,2049,8745,0.18
62380,38352,50512,401,12159,0.32
62401,45728,61825,19096,16097,0.35
62410,54286,62477,985,8191,0.15
62411,53087,59162,4430,6075,0.11
62413,2676,3217,24,540,0.20
62414,46162,57714,1886,11552,0.25
62417,34872,48548,3064,13676,0.39
62418,42402,54415,2133,12012,0.28
62419,47375,53326,410,5951,0.13
62420,37742,52910,4759,15167,0.40
62421,47967,55219,778,7252,0.15
62422,39516,48798,1156,9281,0.23
62423,50375,62062,724,11686,0.23
62424,62213,74168,2092,11954,0.19
62425,51072,64001,649,12928,0.25
62426,48525,54213,1085,5687,0.12
62427,45905,54839,1702,8933,0.19
62428,37114,46777,3104,9663,0.26
62431,39898,50464,1232,10565,0.26
62432,52227,55057,571,2830,0.05
62433,346,480,10,133,0.38
62434,46215,57298,330,11082,0.24
62436,44200,55217,562,11017,0.25
62438,41486,49643,433,8156,0.20
62439,34655,45388,7536,10732,0.31
62440,49283,66820,1316,17536,0.36
62441,48409,56881,7395,8471,0.17
62442,40469,54511,2391,14042,0.35
62443,50761,54471,1623,3709,0.07
62444,44159,54424,387,10265,0.23
62445,50046,60343,907,10296,0.21
62446,50488,52921,414,2433,0.05
62447,46126,58707,3404,12580,0.27
62448,42089,50408,5834,8319,0.20
62449,41127,48817,2868,7690,0.19
62450,39533,52849,12218,13316,0.34
62451,35323,48195,2139,12872,0.36
62452,47375,53326,400,5951,0.13
62454,36212,45179,10588,8966,0.25
62458,38483,45354,2228,6871,0.18
62459,51908,57165,243,5257,0.10
62460,42452,49462,1231,7009,0.17
62461,55578,71644,854,16065,0.29
62462,45014,56310,1149,11295,0.25
62463,44159,54424,1294,10265,0.23
62465,46551,56596,858,10045,0.22
62466,42944,50119,4848,7174,0.17
62467,55676,69131,3741,13455,0.24
62468,42383,55736,2564,13352,0.32
62469,46035,60611,419,14576,0.32
62471,40325,52033,10233,11707,0.29
62473,51814,55115,1422,3301,0.06
62474,47339,57430,848,10091,0.21
62475,51908,57165,387,5257,0.10
62476,42820,52890,1734,10070,0.24
62477,50733,62056,946,11323,0.22
62478,18482,22607,145,4124,0.22
62479,51965,56790,820,4824,0.09
62480,52009,56501,787,4492,0.09
62481,51569,54656,386,3087,0.06
62501,51758,64687,2661,12929,0.25
62510,46642,50091,1669,3449,0.07
62512,56539,65381,500,8841,0.16
62513,53289,61781,1766,8491,0.16
62514,54130,62616,252,8486,0.16
62515,57107,64358,961,7251,0.13
62517,44732,55061,226,10329,0.23
62518,58188,66952,457,8764,0.15
62519,56856,69162,94,12306,0.22
62520,60737,68091,1529,7353,0.12
62521,46266,59425,35851,13158,0.28
62522,38470,49090,16630,10619,0.28
62523,21452,27334,1237,5881,0.27
62526,42594,53649,34075,11054,0.26
62530,62587,68523,1532,5935,0.09
62531,46236,55210,1792,8973,0.19
62532,62500,73629,105,11128,0.18
62533,51106,71906,973,20800,0.41
62534,45443,53519,1130,8076,0.18
62535,87250,121395,3534,34145,0.39
62536,82845,88571,912,5726,0.07
62537,56306,66817,92,10511,0.19
62538,51773,69680,378,17907,0.35
62539,57073,64461,1358,7387,0.13
62540,44732,55061,1492,10329,0.23
62541,56856,69162,57,12306,0.22
62543,58062,66943,540,8880,0.15
62544,61899,72459,1776,10560,0.17
62545,55850,63571,1246,7721,0.14
62546,55738,68404,1630,12665,0.23
62547,46760,55434,804,8673,0.19
62548,58069,67145,2258,9076,0.16
62549,70407,80213,6269,9806,0.14
62550,46709,55109,2869,8399,0.18
62551,56306,66817,837,10511,0.19
62553,38912,48239,437,9326,0.24
62554,48354,63105,1563,14751,0.31
62555,46833,50809,540,3976,0.08
62556,56368,68989,422,12621,0.22
62557,35964,41404,7607,5440,0.15
62558,63460,69648,3590,6187,0.10
62560,51546,71875,1508,20328,0.39
62561,62066,64088,5315,2022,0.03
62563,85381,91923,5686,6541,0.08
62565,41654,52011,7538,10357,0.25
62567,59284,66577,1154,7292,0.12
62568,41767,54312,16355,12544,0.30
62570,44732,55061,512,10329,0.23
62571,49408,55002,1532,5594,0.11
62572,56878,73980,666,17102,0.30
62573,56653,67428,1513,10775,0.19
62601,50291,57705,434,7414,0.15
62610,45686,59417,199,13731,0.30
62611,46252,54941,1067,8688,0.19
62612,51765,58718,1915,6953,0.13
62613,61439,68993,3872,7554,0.12
62615,52431,57845,5748,5413,0.10
62617,49900,55510,762,5610,0.11
62618,37572,47204,7955,9631,0.26
62621,59732,81745,1171,22013,0.37
62622,45926,54427,49,8501,0.19
62624,44738,52284,546,7545,0.17
62625,78224,89793,855,11569,0.15
62626,50694,65323,8354,14628,0.29
62627,50175,57194,992,7019,0.14
62628,45720,54086,896,8366,0.18
62629,76855,85883,12949,9028,0.12
62630,57001,65042,532,8040,0.14
62631,45000,52665,262,7665,0.17
62633,45219,56829,647,11609,0.26
62634,56856,69162,821,12306,0.22
62635,54459,66423,738,11963,0.22
62638,47228,56000,1337,8772,0.19
62639,44745,52293,316,7548,0.17
62640,51210,61555,3756,10344,0.20
62642,61286,68775,1440,7489,0.12
62643,54522,66531,526,12009,0.22
62644,41056,54467,5385,13411,0.33
62649,45006,54922,488,9915,0.22
62650,45565,55351,26992,9785,0.21
62655,49578,55543,568,5964,0.12
62656,46727,57069,20405,10342,0.22
62661,60257,65003,1213,4746,0.08
62663,45686,59417,292,13731,0.30
62664,34933,48521,3042,13587,0.39
62665,46593,55810,1629,9216,0.20
62666,57302,69123,616,11821,0.21
62667,42189,52546,464,10356,0.25
62668,59117,66189,1512,7071,0.12
62670,69464,81572,2997,12107,0.17
62671,54281,66309,572,12028,0.22
62672,66481,77432,244,10951,0.16
62673,54615,58691,530,4076,0.07
62674,43210,53620,1454,10410,0.24
62675,53303,62454,6154,9151,0.17
62677,69606,74479,2562,4873,0.07
62681,43040,48430,5602,5390,0.13
62682,48298,59979,907,11681,0.24
62684,77237,88222,5111,10984,0.14
62685,54034,60476,2097,6441,0.12
62688,55197,58809,761,3612,0.07
62689,51804,57207,518,5403,0.10
62690,45364,50294,4120,4929,0.11
62691,46277,55453,2426,9176,0.20
62692,46867,55466,2093,8598,0.18
62693,77152,88665,1638,11512,0.15
62694,47783,62517,3192,14734,0.31
62695,59857,66562,296,6705,0.11
62701,19357,28862,1152,9505,0.49
62702,40705,51322,37281,10617,0.26
62703,33638,41599,30333,7961,0.24
62704,53733,66739,39831,13006,0.24
62707,58712,65939,7648,7226,0.12
62711,84625,107636,15347,23010,0.27
62712,89931,101039,10302,11107,0.12
62801,37901,48227,22415,10326,0.27
62803,53237,60585,1014,7348,0.14
62806,37817,46461,3412,8644,0.23
62807,42748,53812,961,11064,0.26
62808,50680,60250,1457,9570,0.19
62809,49654,52661,142,3007,0.06
62810,44155,52632,1089,8476,0.19
62811,54286,62477,310,8191,0.15
62812,32920,43146,11265,10225,0.31
62814,46721,50091,2124,3370,0.07
62815,41222,51554,416,10332,0.25
62816,47004,54212,1306,7208,0.15
62817,41528,53882,557,12354,0.30
62818,43902,54916,330,11014,0.25
62819,42253,46651,448,4398,0.10
62820,48162,52770,162,4607,0.10
62821,36957,44417,7657,7459,0.20
62822,36763,44556,2574,7792,0.21
62823,42434,62222,1691,19788,0.47
62824,35279,47540,1761,12261,0.35
62825,42253,46651,203,4398,0.10
62827,43015,52280,1245,9265,0.22
62828,39063,52374,1426,13311,0.34
62829,41528,53882,72,12354,0.30
62830,45876,55606,1392,9730,0.21
62831,49350,59738,573,10387,0.21
62832,38544,45991,9208,7447,0.19
62833,46382,52848,383,6466,0.14
62835,47749,53322,1152,5573,0.12
62836,44959,51957,801,6998,0.16
62837,39063,45287,8867,6224,0.16
62838,47678,56298,1497,8619,0.18
62839,36021,45632,6718,9610,0.27
62841,34539,46700,98,12161,0.35
62842,43124,61425,835,18300,0.42
62843,50488,52921,100,2433,0.05
62844,42101,52519,2083,10418,0.25
62846,44350,52688,2631,8338,0.19
62848,53237,60585,636,7348,0.14
62849,48691,54081,2205,5390,0.11
62850,41486,63317,381,21831,0.53
62851,40513,57828,329,17315,0.43
62852,54286,62477,160,8191,0.15
62853,52429,56306,1034,3877,0.07
62854,34768,46289,1776,11520,0.33
62856,45000,51972,324,6972,0.15
62858,42381,52440,2981,10059,0.24
62859,34061,51631,5748,17570,0.52
62860,43726,52563,524,8836,0.20
62861,45263,59840,128,14577,0.32
62862,48273,52805,364,4532,0.09
62863,44497,56935,10183,12437,0.28
62864,38155,53303,24108,15147,0.40
62865,37608,45824,2018,8216,0.22
62867,40590,58821,521,18231,0.45
62868,49798,61362,1872,11564,0.23
62869,45217,59773,2682,14555,0.32
62870,47827,56574,2080,8746,0.18
62871,39970,58686,686,18716,0.47
62872,45644,52487,1178,6842,0.15
62874,41638,53606,372,11968,0.29
62875,50525,63065,1167,12539,0.25
62876,50523,61230,247,10707,0.21
62877,53062,60409,514,7346,0.14
62878,41486,63317,410,21831,0.53
62879,40950,48175,85,7225,0.18
62880,49667,56640,717,6973,0.14
62881,39450,48639,11385,9189,0.23
62882,34653,44398,2331,9744,0.28
62883,46731,53041,591,6310,0.14
62884,34785,42469,2940,7684,0.22
62885,41454,60703,839,19249,0.46
62886,38282,52143,440,13860,0.36
62887,44870,52646,295,7775,0.17
62888,42977,50236,2135,7259,0.17
62889,47633,54298,851,6665,0.14
62890,42668,50703,2882,8034,0.19
62891,42253,46651,652,4398,0.10
62892,51451,63204,317,11753,0.23
62893,49274,59097,977,9823,0.20
62894,50744,56360,1006,5616,0.11
62895,37705,50026,2022,12320,0.33
62896,33346,41079,12626,7732,0.23
62897,34805,48201,398,13396,0.38
62898,49353,56253,2097,6900,0.14
62899,36666,52258,1612,15591,0.43
62901,27420,41659,27182,14238,0.52
62902,36326,51953,4531,15627,0.43
62903,26971,44025,2962,17054,0.63
62905,42710,48612,677,5902,0.14
62906,39054,49686,7276,10631,0.27
62907,47927,53239,2164,5311,0.11
62908,42233,52589,467,10356,0.25
62910,43972,47179,2865,3206,0.07
62912,44906,54940,1179,10034,0.22
62914,19572,28310,3147,8737,0.45
62915,33635,44303,321,10668,0.32
62916,48253,53801,995,5548,0.11
62917,37647,49548,2305,11900,0.32
62918,44740,58710,9793,13970,0.31
62919,33235,40918,1003,7683,0.23
62920,49393,59189,3265,9796,0.20
62921,33635,44303,375,10668,0.32
62922,42927,51058,3119,8130,0.19
62923,31803,42511,518,10707,0.34
62924,31838,43022,2809,11184,0.35
62926,38704,45148,2263,6444,0.17
62927,32247,42593,367,10346,0.32
62928,44000,51360,293,7360,0.17
62930,31294,41591,6263,10297,0.33
62931,30220,40996,1571,10775,0.36
62932,32247,42593,1592,10346,0.32
62933,41876,57219,1230,15343,0.37
62934,38610,52425,927,13814,0.36
62935,37191,46378,1943,9186,0.25
62938,38370,46343,3033,7972,0.21
62939,42262,50652,3119,8389,0.20
62940,40846,47838,445,6991,0.17
62941,38130,52321,808,14190,0.37
62942,40692,47590,707,6898,0.17
62943,34982,44620,680,9638,0.28
62946,37023,50017,12930,12994,0.35
62947,34649,49088,539,14438,0.42
62948,36373,45578,12865,9204,0.25
62949,33635,44303,810,10668,0.32
62950,40692,47590,193,6898,0.17
62951,41736,46179,5352,4442,0.11
62952,34056,44203,3372,10147,0.30
62953,51851,62076,360,10225,0.20
62954,35670,48047,515,12377,0.35
62956,38857,52837,869,13980,0.36
62957,36833,44292,996,7458,0.20
62958,58070,75957,2262,17886,0.31
62959,43335,55674,26948,12339,0.28
62960,40569,48306,11603,7736,0.19
62961,39397,44819,65,5422,0.14
62962,42390,49773,82,7383,0.17
62963,33030,48694,611,15664,0.47
62964,29747,43552,1456,13804,0.46
62965,56588,80498,125,23910,0.42
62966,36096,46189,15607,10093,0.28
62967,46866,54401,326,7535,0.16
62969,42390,49773,731,7383,0.17
62970,32893,48479,639,15586,0.47
62972,46463,54015,1205,7551,0.16
62974,38539,46171,1401,7632,0.20
62975,40692,47590,279,6898,0.17
62976,29616,43346,469,13729,0.46
62977,43194,56789,700,13595,0.31
62979,39932,58592,1230,18659,0.47
62982,24279,40634,1328,16355,0.67
62983,30833,45189,1504,14356,0.47
62984,35286,47098,1841,11812,0.33
62985,45482,52933,845,7450,0.16
62987,47506,62256,1174,14750,0.31
62988,37971,45443,2110,7472,0.20
62990,41354,48758,1109,7403,0.18
62992,30431,44143,1032,13712,0.45
62994,48329,53650,755,5320,0.11
62995,26184,32966,3781,6781,0.26
62996,31458,46232,535,14773,0.47
62997,42241,49640,599,7399,0.18
62998,42946,48732,419,5786,0.13
62999,30833,45189,1829,14356,0.47
63005,142881,192750,17753,49869,0.35
63010,62635,68208,35439,5573,0.09
63011,88857,106781,36347,17923,0.20
63012,69873,80128,9973,10255,0.15
63013,53674,60666,1589,6992,0.13
63014,56599,67812,779,11213,0.20
63015,62129,67984,2076,5855,0.09
63016,59528,65841,7582,6313,0.11
63017,96380,123154,41470,26774,0.28
63019,45007,59939,4449,14931,0.33
63020,46630,52626,20714,5996,0.13
63021,78532,97941,56261,19408,0.25
63023,59371,65720,5831,6348,0.11
63025,94791,106422,13854,11631,0.12
63026,71160,81638,44124,10478,0.15
63028,51594,60900,26413,9305,0.18
63030,36514,41360,407,4846,0.13
63031,54242,62550,48212,8308,0.15
63033,52477,60685,43000,8207,0.16
63034,67583,80582,17761,12998,0.19
63036,38525,50030,1064,11505,0.30
63037,52955,60171,3241,7215,0.14
63038,125722,166852,6914,41130,0.33
63039,63287,72691,726,9404,0.15
63040,102778,118398,8512,15620,0.15
63041,49897,54439,534,4542,0.09
63042,44684,50880,19602,6195,0.14
63043,57516,65248,22367,7731,0.13
63044,51940,72040,10568,20099,0.39
63045,24063,40762,3,16699,0.69
63047,51458,62557,31,11099,0.22
63048,54095,63515,3357,9419,0.17
63049,58808,67059,15896,8251,0.14
63050,61664,68657,15716,6993,0.11
63051,53830,63726,14495,9895,0.18
63052,66560,71048,26431,4487,0.07
63053,57500,59107,62,1607,0.03
63055,59399,69544,2449,10144,0.17
63056,52993,60195,2002,7201,0.14
63057,74365,87119,56,12754,0.17
63060,50525,55091,2461,4565,0.09
63061,48496,52713,95,4217,0.09
63068,58880,68594,4909,9714,0.16
63069,65852,76892,15647,11039,0.17
63070,44383,57318,7438,12934,0.29
63071,34830,45408,1103,10577,0.30
63072,58714,64781,3194,6067,0.10
63073,63700,73026,301,9326,0.15
63074,38475,45843,15164,7368,0.19
63077,44580,53689,11798,9108,0.20
63079,28526,47854,58,19328,0.68
63080,40772,52314,13987,11542,0.28
63084,45868,57802,17414,11934,0.26
